"titles","texts","time.stamp","pushes"
"Re: [爆卦] 7/18多重帳號刪除來源統計 ","
我前巨英粉，兩次都投巨英，甚至洗腦女友全家(軍公教)投她

競選的政治承諾都沒兌現，只會要求托英中心開分身在網上帶風向

3年來內政一事無成，外交只會嗆中共友邦斷光光

11/24前只會躲在總統府，看情況不對才出來作秀

作秀也只有萬用一招「嗆聲護主權」，嗆聲的話館長更適合做這個職位

巨英跟中共有何分別？都整天用媒體跟網軍在洗腦人民

投你只是因為國民黨爛，如果你們都一樣爛，幹嘛去投票

我為投政治巨英兩次跟各位道歉

對不起

--
不論是巨英還是韓總機誰上都是教訓台灣人民，為何只有這兩人可以選...真可悲
不能出國郊遊喔～為何一定要二分法，兩個都那麼爛，真的投不下去
英:韓:柯  784:19:3
真的，我對不起他們全家ＱＡＱ
我也常這樣想，是否要在含淚在投一次英，但想想來回車票快2000，值得嗎
 ","Thu Jul 18 10:34:01 2019 ","推 噓 推 → 噓 推 → 推 推 → → 推 推 → 推 噓 推 推 推 → → 推 推 → 噓 推 推 推 → 推 推 → 噓 噓 推 推 噓 → 推 噓 噓 推 噓 推 → 推 推 → 推 → 推 → → → 噓 噓 推 → 推 → → → 推 推 → → 推 推 噓 推 推 → 推 噓 → 推 → → 推 →  "
"[問卦] 剪頭髮被剪很醜 ","
剪頭髮被剪很醜
然候設計師說是我人的問題

我付了700元內

到底是誰的問題

我有點傷心難過

而且她還快結婚的

一直跟我談男友

是不是要換家了


嗚嗚

--


他可能昨天幫男友打手槍 的洨在我頭髮上殘留
 ","Thu Jul 18 10:34:35 2019 ","→ → 推 推 推 推 → → → 噓 推 → → 推 → 噓 噓 噓 噓 推 → 推  "
"Re: [問卦] 台獨跟華獨有合作的可能性嗎？ ","
當然有
前提是華獨是真的華獨
不是統派裝成華獨

認識不少自稱華獨的
主張要全力守護中華民國
面對中共的威脅卻反而傾向中共

在反送中條例說那都是美國操弄香港人
中美貿易戰中支持中共的立場 傾向反美疑美
認為台灣的危機是台獨造成的不是中共
立場剛剛好跟中共統派如出一徹

如果你不相信有這種人
等等推文裡說不定就會有人示範了


--
 ","Thu Jul 18 10:35:01 2019 ","推 推 → 推 → 推 → → 噓 推 → → 噓 → → → → → 噓  "
"[問卦] 把莫妮卡叫成潔西卡怎麼救回來？ ","

是這樣子的。

我朋友馬子莫妮卡很兇，
常常白眼朋友，
拿錯卡也要青一下。

有次拿了motel房卡被抓到，
不小心說了
”去年跟妳去的啊，潔西卡！“
被暴打一頓。

接下來的日子，
他要怎麼救回來？

#叫潔西卡的都很正啊

--
 ","Thu Jul 18 10:36:23 2019 ","→ → → 推 → 噓 → → 推 推 噓 → 推 → 推 → 噓  "
"[問卦] 怎樣分辨是不是真的會日文 ","
其實日文會五十音，大多數的字應該都念得出來了

有些甚至也不用會背五十音，用羅馬拼音也能唱出日文歌

想問怎麼分辨別人只是會唱會念，其實日文並不強??還是完全無法分辨

---

--
 ","Thu Jul 18 10:36:58 2019 ","→ 推 推 推 → 推 → 推 → 推 → 推 推  "
"[新聞] 獨家！柯文哲「空軍」新梗　拍市長走進 ","
獨家！柯文哲「空軍」新梗　拍市長走進民眾家中吃飯

台北市長柯文哲團隊，一向在「空軍」網路社群行銷非常成功，最近他們又有新構想，打
算拍攝柯文哲走進民眾家中吃飯，聊市政聽他們的意見，而之前一日幕僚影片，讓學姐爆
紅，現在柯文哲的網路小組有小鮮肉新成員，明星臉長的很像陳柏霖，而柯文哲的網路新
節目「這就是科學」，腳本全是自己寫，相信科學的他直說，有統計才有統治，弦外之音
自己跟法律背景的各任總統不同。

台北市長柯文哲：「這一次的選舉，一定要支持，一定要支持。」 製造懸疑，搞笑為熊
讚拉票，台北市長柯文哲，希望熊讚在吉祥物大賽中勝出，影片上線一天，就破百萬次瀏
覽，柯文哲的網路社群經營的很成功！ 台北市長柯文哲vs.副發言人柯昱安：「內部討論
好之後，等下我們會輸出一版給市長看過，對啊那個有時候我說你們會錯，就是那個字幕
，好好好，因為我講話會不清楚...」。

台北市長柯文哲：「(那個簡報真的都是你自己做的嗎)，有人做得出來嗎？」 非常柯式
作風的回答，有點小臭屁，這回的系列影片，全部他自己寫，拍片時就看著自己的簡報，
邊錄邊講！ 台北市長柯文哲：「邏輯有一個叫若P則Q，若P則Q這叫真假值表。」 以網路
影片來說，這樣的內容是進入門檻比較高的，因為需要耐心去理解。 台北市長柯文哲：
「(你為什麼想要用那個科學來解釋政治)?(當初你自己的想法)?因為我覺得整個台灣的政
治，就是非常的不科學，在大陸他們的用法叫做，沒有...沒有調研權就沒有，沒有調研
就沒有發言權，用我的話來講就是沒有統計，就沒有統治，所以數據是一切的支持，我開
會最討厭人家講屁話，(所以你是覺得法律人治國太久了)?不是，應該這樣講，法律也可
以專業，問題他們也不是法律專業。」 馬英九、陳水扁、蔡英文，三任可都是法律背景
的總統，被他一句話全掃到了！ 台北市政府副發言人柯昱安：「暫停的那個轉場，要大
一點點，而且要慢一點點，就是再久一點。」 很像大魔王，緊盯影片的每個橋段，市政
府副發言人柯昱安，帶領自媒體小組，經營臉書、YouTube、IG，幕後團隊就是這些，平
均年齡在30歲以下的年輕人，之前一日幕僚影片讓學姐爆紅，現在他們有新成員，才剛畢
業退伍的鮮肉學弟余秉霖，他被說長的像陳柏霖。 台北市政府聘用研究員余秉霖：「同
學聚會就是大家都會很好奇我在做什麼，畢竟這份工作跟其他工作性質，或是說跟外面工
作，可能做的內容可能不太一樣，而且尤其跟著知名度這麼高的人物一起工作，那工作內
容跟工作型態，或是說...有沒有知道一些特別的事情，會讓同學對我的這份工作很感興
趣。」 另外一位成員陳家正，則說要跟拍柯文哲，他得...。 台北市政府媒體事務組組
員陳家正：「市長他的反應，其實就很難...難預測，所以我都不太敢保證說下一秒會發
生什麼事，所以我都不太敢把roll的這鍵按掉，因為有時候會就可能拍到一些，需要留下
來的畫面，或是說很脫稿演出的畫面的時候，就會是一個素材。」 柯文哲的不受控橋段
，反而很對網友胃口，不過根據網路數據庫最新分析，CGIN韓國瑜的網路聲量維持第一名
，佔41%，但代表話題品質的P/N值，近期卻持續走弱，郭台銘聲量第二，28%持續上揚，
蔡英文第三17%，而柯文哲網路聲量第四名，代表話題品質的P/N值也是往下掉CGOUT。

政大選舉研究中心副研究員俞振華：「兩大黨做初選的時候，一定是兩大黨高度動員，然
後這個時間對兩大黨的凝結度，本來就會比較高一點，相對而言對他(柯文哲)的支持跟關
注，就會比較少一點，重點是那個趨勢，趨勢到底有沒有拉出來，才是我們關注的重點。
」 台北市政府副發言人柯昱安：「(接下來要拍)讓市長走進去民眾的家中，看...提...
就是跟他們一起用餐，一起去聊說，在政治上，或是在市政，每天的這樣市政，有什麼需
要改進，或是什麼需要可以溝通的地方，讓市長可以去理解。」 柯文哲空軍最新動態，
即將要深入民眾的家，吃晚餐，除了維持既有的粉絲，也希望突破同溫層，不只年輕人，
讓柯文哲這個存在感，打入不同族群，往2020更邁進！


--
不就馬狗的long stay，這也算是新梗喔
對了，不要急著否認，不然到時候就說謊成性

--
 ","Thu Jul 18 10:37:14 2019 ","噓 推 噓 噓 → → → → 推 推 噓 → → → 噓 → 噓 推 → → → → → → 噓 → 推 → 推 → → 噓 噓 → → → 推 → → → → 噓 推 → → 噓 → → → → 噓 → → 噓 → → 噓 推 → → 推 推 → 推 → 推 → → 噓 → 噓 噓 噓 → → 噓 噓 推 推 推 → 噓 → → → 推 → 推 → → 噓 噓 噓 推 噓 推 噓 → → 噓 → → 噓 噓 → → 噓 噓 噓 噓 噓 → 噓 噓 噓 → → 噓 → → 噓 → → 噓 噓 → 推 噓 → 噓 推 → 噓 噓 → 推 → 噓 噓 → 噓 噓 → → 噓  "
"[問卦] NAS有什麼必買理由嗎？ ","
前幾年很流行NAS，一台不便宜，還要自己加硬碟

除了可以隨時隨地存取檔案、出門在外看家裡的片子，還有什麼特異功能嗎？

跟我買google 2TB帳號有什麼差別嗎？


--
 ","Thu Jul 18 10:37:47 2019 ","→ 推 推 → → 噓 推 推 推 推 推 → 推 → 推 噓 →  "
"[問卦] 大家都怎麼挖鼻屎? ","
大家好
小弟肥宅我

剛才覺得鼻子臭臭的
用衛生紙在鼻子裡轉了轉

.................

哦! 原來是鼻屎的味道
想到請問大家都是 怎麼挖挖挖 鼻屎的呢?

用衛生紙? 用手指? 用哪支? 用幾支呢?

--
 ","Thu Jul 18 10:38:48 2019 ","→ → → → → 噓 推 → → 推 →  "
"[問卦] 標太郎水餃是不是不好吃滯銷？ ","
逛愛買，發現標太郎水餃在買一送一，但還是沒人買。



這是不是說，冬瓜標的水餃不好吃，賣不掉，所以促銷？



有人吃過嗎？抵買不抵買？



--
 ","Thu Jul 18 10:39:34 2019 ","推 → → 推 → → 推 → 推 推 推 → 推 推 推 → → 噓 → 推 → 推 推 推 → 推 推 → 推 → 推 推 → → 推 → 推 推 推 → 推 推 → 推 推 → 推 → 推  "
"Re: [新聞] 林飛帆：畢業找工作很正常 市長沒畢業找工作不正常 ","

非凡哥真的是在國外留學過的嗎?

我還以為在外國 畢業前先找實習是找工作的常識

難道是非凡哥根本不把實習當成是工作?

還是英國找工作跟美國找工作的方式不同?

有無相關八卦?

--
 ","Thu Jul 18 10:39:38 2019 ","→ 推 → → 推 推 推 → → → 推 推 推 → → → 推 → → → 推 → 推 → → 噓 推 噓 推 → → → → 推 → → 推 噓 →  "
"[爆卦] 台中市用支那品牌的監視器 ","


如圖所示
台灣大道與英才路交口的地下道
最近裝了新的監視器
近看才發現是支那品牌海康

記得政府招標時
盡量以台灣品牌或台灣製造為主
這樣合法嗎？
而且海康已經被美國禁了
難道我們現在要練習信用評等的社會？

--
亂講，最近一兩個禮拜才建置的
 ","Thu Jul 18 10:40:28 2019 ","→ → → → 推 → 推 → 推 → 推 推 → 噓 → 推 → 推 推 → 噓 → → → 推 → 推 → 推 推 噓 → 推 → → → → 推 推 推 推 → → → 噓 → → → → 推 推 推 → 推 推 推  "
"Re: [新聞] 最近聽過最毒辣語言？ 林飛帆：畢業總要 ","
31歲才一年英碩畢業

跟20歲念小六都差不多同等級了

正常人只會當成是恥辱

所以潛意識覺得讓你畢業找工作是毒辣吧

話說非凡公子看看身邊一圈小他快10歲的同學

心裏是什麼滋味？

一點丟臉的感覺都沒有的話那真是臉皮夠厚

蔡英文雖然學位論文拿不出來

但她至少28歲就博士正常畢業拿到教職了耶


--


--
 ","Thu Jul 18 10:40:36 2019 ","→ 推 推  "
"[問卦] 慟！京都動畫工作室被縱火燒掉了 ","
你各位

京阿尼的工作室

被縱火燒掉了

幹

還一堆人受傷

真的他媽的炎上了

以後沒動畫看該怎辦

只能看JC的動畫嗎QQ

有卦否?

--
 ","Thu Jul 18 10:40:41 2019 ","→ → 推 → → 推 推 推 推 推 推 推 推 → → 推  "
"Re: [新聞] 林飛帆：畢業找工作很正常 市長沒畢業找工作不正常 ","
非凡公子這招很高

別人一定

啥？怎麼第一天上班就打四葛

柯韓賴菊全部中槍

但是吼

要知道

新官上任三把火

我看非凡公子不是打錯

是打真的

他就是要證明林北是副秘書長

大家都要乖乖聽話

才一次全打

來立威的

--
 ","Thu Jul 18 10:41:08 2019 ","推 推 推 推 → 噓  "
"[問卦] 遇到學反骨的屁孩？ ","
大家好！！！

我去朋友家一起打遊戲

然後我朋友的弟弟一直講反骨梗

動不動就「地」

不然就突然喊「舔痘痘那邊」

突然就在那邊「壓頭」之類的

看到有屁孩學反骨

我就想打他


我要如何緩和我心中的怒火？











--
:)
我朋友的弟弟
真的有點...
干恁娘 別學反骨  我會生氣
No
煩。 我生氣氣
厚~氣氣氣氣氣
不要。   我要杜絕反骨
看youtube很常看到
別，我會生氣
 ","Thu Jul 18 10:41:54 2019 ","→ 推 推 → 推 噓 噓 推 推 噓 推 → 推 推 推 → 噓 噓 → 推 推 → → → 推 推 → 噓 → 推  "
"[問卦] 有非核家園，還有甚麼口號可以非的? ","
大家安安

乳提

台灣這幾年最常聽到『非核家園』

問題是台灣重工業跟中小企業這麼多

根本離不開核能


阿前一陣子有在反紅媒

是不是也可以來喊個『非紅媒家園』?


大家覺得還有甚麼可以搭上『非X家園』的?

要越煞氣越好喔

--
如果台灣變世界強國，可以喊非凡家園嗎?
這個不錯，給你87分
 ","Thu Jul 18 10:23:41 2019 ","推 推 → 推 → 推 → → 推 → 推 →  "
"[問卦] 為啥還是沒國家要跟我們建交 ","

每天看八卦板

某某國又力挺臺灣 對抗中國

啊怎麼都不來建交一下

窩們還是只有一堆黑人友邦

為啥還是沒國家要來建ㄍ交阿

有沒有八卦

QQ

-----
Sent from JPTT on my Sony G8342.

--
 ","Thu Jul 18 10:24:06 2019 ","→ → → 噓 → → → 推 → →  "
"Re: [問卦] 賀瓏為什麼沒紅？ ","

因為
他香港人
沒有建中台大留美留法
長的偏宅
髮型醜
微胖
聲音娘
領博恩薪水
基本上
就是個
B咖
怎麼紅
除非
自立門戶
開個
賀瓏秒秒秀什麼的
跟
博恩
分庭抗禮
不過
也很難
因為
博恩的
難笑劇本
他也
寫了不少
基本上
就這樣


--
賀瓏是你?
 ","Thu Jul 18 10:24:36 2019 ","推 → 推  "
